Species	12SRRN	16SRRN	28SRRN	ATP6	ATP8	BDNF	COX1	COX2	COX3	CXCR4	CYTB	NAD1	NAD2	NAD3	NAD4	NAD4L	NAD5	NAD6	NCX1	POMC	RAG1	RAG2	RHOD	SIA	SLC8A3	TYR
Oreolalax_sterlingae	KC569980.1	KC569981.1	-	-	-	-	-	-	-	-	KR018024.1	-	-	-	-	-	-	-	KR018079.1	-	-	-	-	-	KR018106.1	-
Oreolalax_xiangchengensis	NC_032349.1	NC_032349.1	-	NC_032349.1	NC_032349.1	-	NC_032349.1	NC_032349.1	NC_032349.1	-	NC_032349.1	NC_032349.1	NC_032349.1	NC_032349.1	NC_032349.1	NC_032349.1	NC_032349.1	NC_032349.1	-	-	EF397285.1	-	-	-	-	-
Oreophryne_anulata	KC822488.1	KC822488.1	KC179925.1	-	-	KC180199.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophryne_asplenicola	EU100181.1	EU100297.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophryne_atrigularis	EU100187.1	EU100304.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophryne_brachypus	KC822487.1	KC822487.1	DQ283577.1	-	-	KM509306.1	KM509834.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DQ282738.1	-	KM509960.1
Oreophryne_clamata	EU100189.1	EU100306.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophryne_monticola	AB634651.1	KM509169.1	-	-	-	KM509307.1	KM509835.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KM509961.1
Oreophryne_pseudasplenicola	EU100192.1	EU100307.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophryne_sibilans	EU100198.1	EU100314.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophryne_unicolor	EU100199.1	EU100315.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophryne_variabilis	KC822489.1	KC822489.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophryne_waira	EU100200.1	EU100319.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophryne_wapoga	EU100205.1	EU100322.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophrynella_macconnelli	-	JQ742144.1	-	-	-	-	-	-	-	-	-	JQ742323.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophrynella_nigra	-	JQ742138.1	-	-	-	-	-	-	-	-	-	JQ742315.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophrynella_quelchii	-	JQ742134.1	-	-	-	-	-	-	-	-	-	JQ742311.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophrynella_seegobini	-	JQ742132.1	-	-	-	-	-	-	-	-	-	JQ742308.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oreophrynella_vasquezi	-	JQ742130.1	-	-	-	-	-	-	-	-	-	JQ742307.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Osornophryne_angel	JF907459.1	JX412000.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JX412090.1	-	-	-	-	-
Osornophryne_antisana	JF907489.1	JX412029.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JX412108.1	-	-	-	-	-
Osornophryne_bufoniformis	JF907457.1	AF375524.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JX412104.1	-	-	-	-	-
Osornophryne_cofanorum	JF907441.1	JX411979.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JX412079.1	-	-	-	-	-
Osornophryne_guacamayo	AY326036.1	AY326036.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AY819083.1	JX412100.1	-	-	-	-	-
Osornophryne_occidentalis	JF907437.1	JX412019.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JX412103.1	-	-	-	-	-
Osornophryne_percrassa	-	JX411976.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Osornophryne_puruanta	-	JX411987.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JX412082.1	-	-	-	-	-
Osornophryne_simpsoni	JF907483.1	JX412035.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JX412110.1	-	-	-	-	-
Osornophryne_sumacoensis	JF907434.1	AF375527.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JX412098.1	-	-	-	-	-
Osteocephalus_alboguttatus	JQ868516.1	JQ868516.1	-	-	-	-	-	-	-	-	EU034063.1	KF002192.1	EU034097.1	-	-	-	-	-	-	JX875744.1	EU034132.1	-	-	-	-	-
Osteocephalus_buckleyi	JX847081.1	KF002039.1	-	-	-	-	JX875858.1	-	-	-	AF324042.1	JX875639.1	-	-	-	-	-	-	-	JX875799.1	EU034133.1	-	-	-	-	-
Osteocephalus_cabrerai	KF002030.1	KF002030.1	AY844310.1	-	-	-	JX875827.1	-	-	-	AY843950.1	JX875604.1	-	-	-	-	-	-	-	JX875762.1	AY844481.1	-	AY844696.1	AY844902.1	-	AY844136.1
Osteocephalus_cannatellai	KF002032.1	KF002032.1	-	-	-	-	JX875839.1	-	-	-	-	JX875641.1	-	-	-	-	-	-	-	JX875797.1	-	-	-	-	-	-
Osteocephalus_carri	KF002033.1	KF002033.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Osteocephalus_castaneicola	KF002034.1	KF002034.1	-	-	-	-	KF001889.1	-	-	-	-	KF002200.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Osteocephalus_deridens	KF002037.1	KF002037.1	-	-	-	-	JX875817.1	-	-	-	KF001959.1	KF002201.1	-	-	-	-	-	-	-	JX875749.1	KP011063.1	-	KP011016.1	-	-	-
Osteocephalus_festae	JX847064.1	-	-	-	-	-	JX875803.1	-	-	-	-	JX875647.1	-	-	-	-	-	-	-	JX875790.1	-	-	-	-	-	-
Osteocephalus_fuscifacies	KF002038.1	KF002038.1	-	-	-	-	JX875818.1	-	-	-	KF001960.1	KF002203.1	-	-	-	-	-	-	-	JX875750.1	-	-	-	-	-	-
Osteocephalus_germani	-	JX875610.1	-	-	-	-	-	-	-	-	-	JX875610.1	-	-	-	-	-	-	-	JX875740.1	-	-	-	-	-	-
Osteocephalus_heyeri	KF002054.1	KF002054.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Osteocephalus_leoniae	KF002057.1	KF002056.1	-	-	-	-	KF001893.1	-	-	-	KF001965.1	KF002206.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Osteocephalus_leprieurii	AY843707.1	KF002069.1	AY844312.1	-	-	-	KF001900.1	-	-	-	AY549414.1	KF002214.1	-	-	-	-	-	-	-	JQ868498.1	AY844483.1	-	AY844698.1	AY844904.1	-	AY844138.1
Osteocephalus_mimeticus	KF002079.1	KF002079.1	-	-	-	-	KF001901.1	-	-	-	KF001971.1	KF002217.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Osteocephalus_mutabor	KF002080.1	KF002080.1	-	-	-	-	JX875857.1	-	-	-	KF001972.1	JX875637.1	-	-	-	-	-	-	-	JX875796.1	-	-	-	-	-	-
Osteocephalus_oophagus	AY843708.1	AY843708.1	-	-	-	-	KF001902.1	-	-	-	KF001975.1	KF002249.1	-	-	-	-	-	-	-	-	AY844484.1	-	AY844699.1	-	-	AY844139.1
Osteocephalus_pearsoni	KF002007.1	KF002007.1	-	-	-	-	KF001884.1	-	-	-	KF001953.1	KF002190.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Osteocephalus_planiceps	KF002088.1	KF002088.1	-	-	-	-	JX875819.1	-	-	-	-	KF002223.1	EU034099.1	-	-	-	-	-	-	EU034118.1	EU034134.1	-	-	-	-	-
Osteocephalus_subtilis	KF002094.1	KF002092.1	-	-	-	-	KF001906.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Osteocephalus_taurinus	JX564881.1	JX564881.1	AY844313.1	JX564881.1	JX564881.1	-	JX564881.1	JX564881.1	JX564881.1	-	JX564881.1	JX564881.1	JX564881.1	JX564881.1	JX564881.1	JX564881.1	JX564881.1	JX564881.1	-	AY819130.1	EU034135.1	-	AY844700.1	AY844905.1	-	AY844140.1
Osteocephalus_verruciger	KF002170.1	KF002170.1	-	-	-	-	JX875842.1	-	-	-	EU034066.1	JX875634.1	EU034101.1	-	-	-	-	-	-	JX875794.1	-	-	-	-	-	-
Osteocephalus_vilmae	JX847065.1	JX875602.1	-	-	-	-	JX875811.1	-	-	-	-	JX875602.1	-	-	-	-	-	-	-	JX875741.1	-	-	-	-	-	-
Osteocephalus_yasuni	KF002177.1	KF002177.1	-	-	-	-	JX875828.1	-	-	-	KF001997.1	KF002243.1	-	-	-	-	-	-	-	JX875761.1	-	-	-	-	-	-
Osteopilus_brunneus	DQ380382.1	-	-	-	-	-	EU034051.1	-	-	-	HQ831744.1	-	EU034102.1	-	-	-	-	-	-	EU034120.1	EU034136.1	-	-	-	-	-
Osteopilus_crucialis	AY843710.1	AY843710.1	AY844314.1	-	-	-	EU034052.1	-	-	-	AY843955.1	EU034084.1	EU034103.1	-	-	-	-	-	-	EU034121.1	-	-	-	-	-	-
Osteopilus_dominicensis	AY843711.1	AY843711.1	AY844315.1	-	-	-	EU034053.1	-	-	-	HQ831743.1	-	EU034104.1	-	-	-	-	-	-	EU034122.1	HQ831912.1	-	AY844701.1	-	-	AY844141.1
Osteopilus_marianae	DQ380383.1	-	-	-	-	-	EU034054.1	-	-	-	HQ831741.1	-	-	-	-	-	-	-	-	EU034123.1	EU034138.1	-	-	-	-	-
Osteopilus_pulchrilineatus	-	-	-	-	-	-	EU034055.1	-	-	-	EU034070.1	-	EU034105.1	-	-	-	-	-	-	EU034124.1	EU034139.1	-	-	-	-	-
Osteopilus_septentrionalis	AY843712.1	AY843712.1	AY844316.1	-	-	-	KF001943.1	-	-	-	HQ831673.1	-	EU034108.1	-	-	-	-	-	-	KF002004.1	EU034142.1	-	-	AY844906.1	-	AY844142.1
Osteopilus_vastus	AY843713.1	AY843713.1	AY844317.1	-	-	-	EU034057.1	-	-	-	HQ831742.1	EU034091.1	-	-	-	-	-	-	-	EU034128.1	EU034144.1	-	-	AY844907.1	-	AY844143.1
Osteopilus_wilderi	DQ380385.1	-	-	-	-	-	EU034058.1	-	-	-	-	-	EU034110.1	-	-	-	-	-	-	EU034129.1	EU034145.1	-	-	-	-	-
Otophryne_pyburni	-	-	-	-	-	EF396023.1	EF396058.1	-	-	-	-	-	-	-	-	-	-	-	-	-	EF396097.1	EF396136.1	-	-	-	EF395982.1
Otophryne_robusta	-	KM509171.1	KC179927.1	-	-	KC180127.1	KM509837.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KC180302.1
Otophryne_steyermarki	-	KM509172.1	KC179928.1	-	-	KC180155.1	KM509838.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KC180301.1
Oxydactyla_alpestris	-	KM509173.1	-	-	-	KM509311.1	KM509839.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KM509965.1
Oxydactyla_crassa	EU100207.1	EU100323.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pachymedusa_dacnicolor	AY326047.1	AY326047.1	AY844318.1	-	-	-	-	-	-	GQ365995.1	EF125036.1	GQ366308.1	-	-	-	-	-	-	-	AY819152.1	AY844488.1	-	AY844702.1	AY844908.1	-	AY844144.1
Paedophryne_amauensis	JN049023.1	JN048996.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Paedophryne_oyatabu	-	JN049002.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Paedophryne_swiftorum	JN049003.1	JN048978.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Papurana_arfaki	-	KR264048.1	-	-	-	-	-	-	-	KR264344.1	KR264194.1	-	-	-	-	-	-	-	-	-	KR264373.1	-	DQ283886.1	DQ282746.1	-	KR264447.1
Papurana_aurata	-	KR264102.1	-	-	-	-	-	-	-	KR264343.1	KR264193.1	-	-	-	-	-	-	-	-	-	KR264420.1	-	-	-	-	KR264496.1
Papurana_daemeli	EU004609.1	KR264057.1	DQ283581.1	-	-	-	-	-	-	KR264301.1	KR264148.1	-	-	-	-	-	-	-	-	-	KR264382.1	-	DQ283884.1	DQ282744.1	-	KR264452.1
Papurana_garritor	-	KR264042.1	-	-	-	-	-	-	-	KR264286.1	KR264134.1	-	-	-	-	-	-	-	-	-	KR264368.1	-	-	-	-	KR264441.1
Papurana_jimiensis	EU004610.1	KR264053.1	-	-	-	-	-	-	-	KR264297.1	KR264143.1	-	-	-	-	-	-	-	-	-	KR264378.1	-	-	-	-	-
Papurana_kreffti	KM247362.1	KM247362.1	-	KM247362.1	KM247362.1	-	KM247362.1	KM247362.1	KM247362.1	KR264295.1	KM247362.1	KM247362.1	KM247362.1	KM247362.1	KM247362.1	KM247362.1	KM247362.1	KM247362.1	-	-	KR264376.1	-	-	-	-	KR264449.1
Papurana_milneana	-	KR264045.1	-	-	-	-	-	-	-	KR264293.1	KR264140.1	-	-	-	-	-	-	-	-	-	KR264374.1	-	-	-	-	KR264444.1
Papurana_papua	KF477632.1	KR264091.1	-	-	-	-	-	-	-	KR264334.1	KR264183.1	-	-	-	-	-	-	-	-	-	KR264410.1	-	-	-	-	KR264485.1
Papurana_supragrisea	-	KR264055.1	-	-	-	-	-	-	-	KR264302.1	KR264149.1	-	-	-	-	-	-	-	-	-	KR264383.1	-	-	-	-	KR264451.1
Papurana_volkerjane	-	KR264104.1	-	-	-	-	-	-	-	-	KR264196.1	-	-	-	-	-	-	-	-	-	KR264421.1	-	-	-	-	KR264498.1
Papurana_waliesa	-	KR264047.1	-	-	-	-	-	-	-	KR264291.1	KR264138.1	-	-	-	-	-	-	-	-	-	KR264372.1	-	-	-	-	KR264445.1
Paracassina_kounhiensis	-	KX492630.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KX492787.1	KX492833.1	-	-	-	-	KX492881.1
Paracrinia_haswelli	DQ283304.1	DQ283305.1	DQ283641.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DQ283952.1	-	-	-
Paradoxophyla_palmata	-	HM364744.1	-	-	-	EF396024.1	KF611546.1	-	-	-	EU341055.1	-	-	-	-	-	-	-	-	-	EF396098.1	EF396137.1	-	-	-	EF395983.1
Paradoxophyla_tiarano	-	KU937787.1	-	-	-	-	KF611547.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Parapelophryne_scalpta	NC_032359.1	NC_032359.1	-	NC_032359.1	NC_032359.1	-	NC_032359.1	NC_032359.1	NC_032359.1	-	NC_032359.1	NC_032359.1	NC_032359.1	NC_032359.1	NC_032359.1	NC_032359.1	NC_032359.1	NC_032359.1	-	-	-	-	-	-	-	-
Paratelmatobius_cardosoi	EU224404.1	EU224404.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Paratelmatobius_gaigeae	EU224397.1	EU224397.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Paratelmatobius_mantiqueira	-	-	-	-	-	-	JX298372.1	-	-	-	JX298413.1	-	-	-	-	-	-	-	-	JX298143.1	JX298195.1	-	-	-	-	JX298242.1
Paratelmatobius_poecilogaster	EU224398.1	EU224401.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pedostibes_hosii	AY325993.1	AB331717.1	-	-	-	-	KF665818.1	-	-	EF107449.1	-	-	-	-	-	-	-	-	EF107223.1	-	KF666369.1	-	DQ283859.1	DQ282717.1	EF107356.1	-
Pedostibes_rugosus	AB331719.1	AB331719.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pedostibes_tuberculosus	-	-	-	-	-	-	-	-	-	FJ882693.1	-	-	-	-	-	-	-	-	FJ882640.1	-	-	-	-	-	-	-
Pelobates_cultripes	AJ871086.1	AJ871086.1	-	NC_008144.1	NC_008144.1	-	NC_008144.1	NC_008144.1	NC_008144.1	AY364171.1	NC_008144.1	AY523760.1	NC_008144.1	NC_008144.1	NC_008144.1	NC_008144.1	NC_008144.1	NC_008144.1	AY523707.1	-	AY323758.1	-	AY364386.1	-	AY948857.1	DQ347131.1
Pelobates_fuscus	AJ440773.1	DQ983943.1	DQ283511.1	-	-	HM998931.1	KP697819.1	-	-	-	DQ333371.1	-	-	-	-	-	-	-	-	HM998966.1	-	HM998983.1	DQ283826.1	-	-	-
Pelobates_syriacus	DQ642131.1	DQ642108.1	-	-	-	-	-	-	-	-	DQ333372.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pelobates_varaldii	DQ642135.1	DQ642110.1	-	-	-	-	-	-	-	-	EF191042.1	-	-	-	-	-	-	-	-	-	-	-	AY341815.1	-	-	-
Pelodytes_caucasicus	AJ440771.1	AY236811.1	-	-	-	-	-	-	-	-	KP166408.1	-	-	-	KP166775.1	-	-	-	-	-	-	-	-	-	-	-
Pelodytes_ibericus	JX564882.1	JX564882.1	-	JX564882.1	JX564882.1	-	JX564882.1	JX564882.1	JX564882.1	-	JX564882.1	JX564882.1	JX564882.1	JX564882.1	JX564882.1	JX564882.1	JX564882.1	JX564882.1	-	-	-	-	-	-	-	-
Pelodytes_punctatus	AB530454.1	AB530454.1	DQ283509.1	-	-	-	-	-	-	AY364173.1	KP166768.1	AY523762.1	-	-	KP167135.1	-	-	-	AY523709.1	-	AY364203.1	-	AY364388.1	DQ282682.1	AY948859.1	-
Pelophryne_api	KT991326.1	KT991337.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pelophryne_brevipes	AB331720.1	AB331720.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pelophryne_misera	AB331721.1	AB331721.1	-	-	-	-	KF665680.1	-	-	FJ882700.1	-	-	-	-	-	-	-	-	FJ882647.1	-	KF666300.1	-	-	-	-	-
Pelophryne_signata	AB746456.1	AB746456.1	-	-	-	-	-	-	-	FJ882699.1	-	-	-	-	-	-	-	-	FJ882646.1	-	-	-	-	-	-	-
Pelophylax_bedriagae	AB640927.1	NC_029200.1	-	NC_029200.1	NC_029200.1	-	NC_029200.1	NC_029200.1	NC_029200.1	-	NC_029200.1	NC_029200.1	GU812077.1	NC_029200.1	NC_029200.1	NC_029200.1	NC_029200.1	NC_029200.1	-	-	-	-	AY148008.1	-	-	-
Pelophylax_bergeri	AJ222712.1	JN689222.1	-	-	-	-	KJ433966.1	-	-	-	JN689223.1	EU835640.1	GU812135.1	GU812233.1	-	-	-	-	-	-	-	-	-	-	-	-
Pelophylax_caralitanus	AB640914.1	AB640953.1	-	-	-	-	-	-	-	-	AB640981.1	EU835650.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pelophylax_cerigensis	-	AY147979.1	-	-	-	-	-	-	-	-	DQ474144.1	EU835643.1	-	-	-	-	-	-	-	-	-	-	AY148009.1	-	-	-
Pelophylax_chosenicus	JF730436.1	EU386959.1	-	JF730436.1	JF730436.1	-	JF730436.1	JF730436.1	JF730436.1	-	JF730436.1	JF730436.1	JF730436.1	JF730436.1	JF730436.1	JF730436.1	JF730436.1	JF730436.1	-	-	-	-	-	-	-	-
Pelophylax_cretensis	NC_025575.1	NC_025575.1	-	NC_025575.1	NC_025575.1	-	NC_025575.1	NC_025575.1	NC_025575.1	-	NC_025575.1	NC_025575.1	GU812138.1	NC_025575.1	NC_025575.1	NC_025575.1	NC_025575.1	NC_025575.1	-	-	-	-	AY148010.1	-	-	-
Pelophylax_cypriensis	NC_026893.1	NC_026893.1	-	NC_026893.1	NC_026893.1	-	NC_026893.1	NC_026893.1	NC_026893.1	-	NC_026893.1	NC_026893.1	NC_026893.1	NC_026893.1	NC_026893.1	NC_026893.1	NC_026893.1	NC_026893.1	-	-	-	-	-	-	-	-
Pelophylax_epeiroticus	NC_026894.1	NC_026894.1	-	NC_026894.1	NC_026894.1	-	NC_026894.1	NC_026894.1	NC_026894.1	-	NC_026894.1	NC_026894.1	GU812141.1	NC_026894.1	NC_026894.1	NC_026894.1	NC_026894.1	NC_026894.1	-	-	-	-	AY148011.1	-	-	-
Pelophylax_esculentus	JN627424.1	JN627424.1	-	JN627424.1	JN627424.1	-	JN627424.1	JN627424.1	JN627424.1	-	JN627424.1	JN627424.1	KJ160680.1	JN627424.1	JN627424.1	JN627424.1	JN627424.1	JN627424.1	-	-	-	-	AB980554.1	-	-	-
Pelophylax_fukienensis	AB023393.1	-	-	-	-	-	-	-	-	-	AB980780.1	-	-	-	-	-	-	-	-	GU977683.1	-	-	AB980546.1	-	-	GU978237.1
Pelophylax_grafi	-	-	-	-	-	-	KT879323.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KT879353.1
Pelophylax_hubeiensis	AF205547.1	AF315137.1	-	-	-	-	HQ844997.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pelophylax_kurtmuelleri	NC_026895.1	NC_026895.1	-	NC_026895.1	NC_026895.1	-	NC_026895.1	NC_026895.1	NC_026895.1	-	NC_026895.1	NC_026895.1	NC_026895.1	NC_026895.1	NC_026895.1	NC_026895.1	NC_026895.1	NC_026895.1	-	-	-	-	-	-	-	-
Pelophylax_lessonae	JN627422.1	JN627422.1	-	JN627422.1	JN627422.1	-	JN627422.1	JN627422.1	JN627422.1	-	JN627422.1	JN627422.1	KJ160667.1	JN627422.1	JN627422.1	JN627422.1	JN627422.1	JN627422.1	-	-	-	-	AB980502.1	-	-	AY322347.1
Pelophylax_nigromaculatus	NC_002805.1	NC_002805.1	AB099628.1	NC_002805.1	NC_002805.1	KX269291.1	KX021943.1	NC_002805.1	NC_002805.1	-	NC_002805.1	AB043889.1	NC_002805.1	NC_002805.1	NC_002805.1	NC_002805.1	KX021943.1	NC_002805.1	AB526633.1	GU978218.1	HQ902533.1	KX269656.1	AB980556.1	-	AB526675.1	D37779.1
Pelophylax_perezi	AF161041.1	AY147985.1	-	-	-	-	KT879335.1	-	-	-	DQ902145.1	DQ902201.1	GU812144.1	GU812240.1	-	-	-	-	-	-	-	-	AY148015.1	-	-	KT879366.1
Pelophylax_plancyi	EF196679.1	EF196679.1	-	EF196679.1	EF196679.1	-	EF196679.1	EF196679.1	EF196679.1	-	EF196679.1	EF196679.1	EF196679.1	EF196679.1	EF196679.1	EF196679.1	EF196679.1	EF196679.1	-	GU978157.1	-	-	AB980494.1	-	-	GU978701.1
Pelophylax_porosus	AB705491.1	-	-	-	-	-	-	-	-	-	AB980787.1	-	-	-	-	-	-	-	-	-	-	-	AB980508.1	-	-	AB980674.1
Pelophylax_ridibundus	JN627421.1	JN627425.1	-	JN627421.1	JN627421.1	-	JN627421.1	JN627421.1	JN627421.1	-	JN627421.1	JN627421.1	KJ160682.1	JN627421.1	JN627421.1	JN627421.1	JN627421.1	JN627421.1	-	-	-	-	AB980552.1	-	-	KT879356.1
Pelophylax_saharicus	AJ002635.1	AY147984.1	-	-	-	-	KT879304.1	-	-	-	DQ902147.1	DQ902202.1	GU812147.1	GU812243.1	-	-	-	-	-	-	KP177854.1	-	AY148014.1	-	-	KT879338.1
Pelophylax_shqipericus	NC_026896.1	NC_026896.1	-	NC_026896.1	NC_026896.1	-	NC_026896.1	NC_026896.1	NC_026896.1	-	NC_026896.1	NC_026896.1	GU812149.1	NC_026896.1	NC_026896.1	NC_026896.1	NC_026896.1	NC_026896.1	-	-	-	-	-	-	-	-
Peltophryne_cataulaciceps	-	JF434577.1	-	-	-	-	JF434454.1	-	-	JF342407.1	-	-	-	-	-	-	-	-	-	-	JF342365.1	-	-	-	-	-
Peltophryne_empua	AF361695.2	AY028489.2	-	-	-	-	JF434469.1	-	-	JF342412.1	KR908598.1	-	-	-	-	-	-	-	-	-	JF342370.1	-	-	-	-	-
Peltophryne_florentinoi	-	JF434595.1	-	-	-	-	JF434474.1	-	-	JF342417.1	-	-	-	-	-	-	-	-	-	-	JF342375.1	-	-	-	-	-
Peltophryne_fustiger	AF361696.1	AF361697.1	-	-	-	-	JF434489.1	-	-	JF342422.1	AF361698.1	-	-	-	-	-	-	-	-	-	JF342380.1	-	-	-	-	-
Peltophryne_guentheri	AY028478.2	AY028491.2	-	-	-	-	-	-	-	-	AY028503.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Peltophryne_gundlachi	AY028479.2	AY028492.2	-	-	-	-	JF434490.1	-	-	JF342423.1	AY028504.1	-	-	-	-	-	-	-	-	-	JF342381.1	-	-	-	-	-
Peltophryne_lemur	U52738.1	DQ158465.1	-	-	-	-	-	-	-	DQ306513.1	AY028506.1	-	-	-	-	-	-	-	-	DQ158306.1	DQ158386.1	-	-	-	-	-
Peltophryne_longinasus	AY028480.2	AY028493.2	-	-	-	-	JF434493.1	-	-	JF342426.1	AY028505.1	-	-	-	-	-	-	-	-	-	JF342384.1	-	-	-	-	-
Peltophryne_peltocephalus	AY028477.2	AY028490.2	-	-	-	-	JF434558.1	-	-	JF342440.1	KR908643.1	-	-	-	-	-	-	-	-	-	JF342398.1	-	-	-	-	-
Peltophryne_taladai	AY028482.2	AY028495.2	-	-	-	-	JF434572.1	-	-	JF342447.1	AY028507.1	-	-	-	-	-	-	-	-	-	JF342405.1	-	-	-	-	-
Petropedetes_cameronensis	KF693298.1	DQ283075.1	DQ283481.1	-	-	KF693509.1	-	-	-	-	KF693687.1	-	-	-	-	-	-	-	-	-	KF693629.1	-	DQ283800.1	DQ282665.1	-	-
Petropedetes_euskircheni	KF693313.1	GU256025.1	-	-	-	KF693514.1	-	-	-	-	KF693688.1	-	-	-	-	-	-	-	-	-	KF693634.1	-	-	KF693574.1	-	-
Petropedetes_johnstoni	KF693316.1	GU256029.1	-	-	-	KF693516.1	-	-	-	-	KF693691.1	-	-	-	-	-	-	-	-	-	KF693636.1	-	-	KF693576.1	-	-
Petropedetes_juliawurstnerae	KF693328.1	GU256032.1	-	-	-	KF693518.1	-	-	-	-	KF693694.1	-	-	-	-	-	-	-	-	-	KF693638.1	-	-	KF693578.1	-	-
Petropedetes_martiensseni	AF026342.1	KF693397.1	-	-	-	KF693497.1	-	-	-	-	JX546978.1	-	-	-	-	-	-	-	-	-	KF693618.1	-	DQ347410.1	KF693558.1	-	DQ347197.1
Petropedetes_newtoni	DQ022334.1	DQ283178.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DQ283869.1	DQ282727.1	-	-
Petropedetes_palmipes	KF693331.1	KF693426.1	DQ283480.1	-	-	KF693521.1	-	-	-	-	KF693695.1	-	-	-	-	-	-	-	-	-	KF693641.1	-	DQ283799.1	DQ282664.1	-	-
